3079,3626
3087,3478
3170,3879
2948,3656
2933,4076
2928,3507
2914,4351
3128,4487
3836,4291
3786,3577
3772,4019
3544,3440
3543,3505
3557,4341
3622,4693
3796,3629
3795,3632
3788,4589
3741,3928
3679,3491
3692,4417
3694,4263
3760,4345
3765,4190
3653,4137
3653,4056
3642,4590
3635,3997
3638,4005
3964,4425
3969,4271
3956,3453
3957,3912
3777,4201
3790,4783
3803,4265
3811,4164
3805,4241
3790,3732
3863,3772
3874,4182
3874,4194
3881,4267
3874,4388
3862,4159
3867,3455
3875,3942
3946,4170
3953,3819
3819,3872
3827,4229
3863,4050
3878,3791
3882,4257
3877,4349
3882,3611
3863,4205
3794,4746
3792,3979
3811,4344
3803,3840
3796,3536
3792,3923
3787,4594
3826,4873
3837,4129
3845,4431
3809,3925
3815,4662
3974,3981
3965,3692
4012,4314
3994,4009
3996,4278
3861,4273
3801,4169
3754,4140
3759,3822
3765,4485
3851,4241
3848,3704
3846,4346
3840,3937
3849,4489
3827,4278
3942,3928
3950,4876
3945,4338
3803,4416
3734,3785
3738,4180
3745,3756
3898,4114
3887,4513
3873,4385
3863,4365
3853,4759
3752,4477
3750,3994
3889,4336
3898,4518
3882,4228
3896,4379
3879,4628
3841,4411
3871,4246
3856,3931
3911,4889
3897,4033
3888,3660
3880,4584
3995,3936
3999,4939
3840,4628
3931,4259
3934,3846
3927,4499
3912,4184
3924,4295
3892,3802
3840,4130
3817,3861
3804,4790
3805,4693
3811,3372
3966,4104
3958,4069
3977,3902
3962,4360
4094,3963
4090,4498
4083,3850
4101,4463
4099,4079
3895,4245
3909,4471
3896,4143
3894,4151
3893,4135
3796,4450
3788,4651
3799,3723
3789,4127
3782,4157
3802,3788
3808,4335
4024,4506
4041,3841
4036,4291
4127,3838
3959,3765
3959,4867
3960,3933
3962,3466
3943,3923
3878,3925
3879,3729
3869,3700
4021,3908
4010,4829
3996,3547
3988,4238
4007,3683
4010,4206
4020,4413
3904,4228
3915,3630
3897,3514
3916,4099
3960,3735
4028,4215
4024,4481
4033,4298
4018,4157
3918,3720
3912,3792
3902,4357
3992,4385
3980,3697
4066,4539
4057,4571
4017,3714
3968,4794
3994,3638
3986,4816
3983,4233
3978,3647
3977,4692
3906,4012
3936,3815
3931,4279
3937,3593
3931,3843
3992,4475
4023,4452
4005,4178
4020,4404
4013,3908
4016,4163
3899,4127
3903,3737
3858,3719
3865,3732
3987,4197
4023,4755
4009,4124
4013,4270
3994,3666
4001,4297
3859,4074
3863,4214
3734,4269
3737,4298
3740,4263
3641,4105
3676,4422
3679,3519
3684,3753
3715,4324
3858,4268
3865,4579
3860,4107
3850,4355
3859,4645
3849,3728
3846,4181
3836,4056
3838,3913
3881,4386
3787,4150
3797,3517
3801,4099
3796,3822
3800,4224
3803,4711
3754,4358
3803,4476
3798,4582
3865,3873
3944,4325
3953,4325
3954,4107
3868,4186
3878,4328
3916,4164
3972,3910
3970,4126
4127,4210
4109,4171
4004,4439
3926,4002
3856,3879
3864,4270
3865,4309
3807,4397
3804,4947
3806,4273
3804,3897
3967,4587
4049,3756
4042,4318
4054,3919
4056,4602
4063,4082
4070,4449
4067,3654
4073,4572
4086,4379
4195,5127
4401,4650
4420,3726
4413,4274
4284,4252
4286,3843
4203,4017
4191,4151
4194,4106
4212,3829
4205,4083
3880,3912
3872,3747
3729,4276
3714,4238
3699,4408
3862,3835
3118,4414
3852,3677
3836,3953
3836,4258
3889,4768
4055,4777
4092,3766
4090,4751
4079,4282
3961,4327
3960,4123
3973,4012
3976,4186
4031,4469
4033,4617
4049,4562
4039,4278
3875,3726
3868,3763
3827,3809
3826,4350
3844,4332
3847,4166
3854,4181
3778,3603
3780,4288
3857,3716
3852,4796
3851,4066
3768,3681
3756,3851
3745,4161
3747,4653
3740,4182
3708,3685
3728,4375
3746,4523
3738,4210
3813,4191
3922,4556
3930,4307
3939,3924
3936,3608
3914,4052
3913,4824
3917,4657
3953,4334
3992,3558
3985,4262
3806,4317
3804,3910
3810,4769
3809,4594
3825,3992
4079,4736
4083,4342
4076,4156
4079,4261
4125,4239
4015,3783
4026,4548
3855,4224
3855,4245
3847,3941
3991,4056
4046,4276
4046,3660
4054,4290
4052,4272
4116,4608
4109,3645
4117,4330
4118,4052
4107,4777
4067,3844
4068,4594
4080,4599
3999,4733
4016,4461
3961,3641
3949,4045
3830,4082
3833,4473
3724,4398
3796,3694
3790,3705
3932,4418
3931,3958
3926,4259
3893,3941
3920,4556
3923,4387
3898,4353
3888,3908
4143,4948
4148,3537
4135,4184
4117,4167
4104,4509
4155,3753
4168,3880
4181,4012
4166,3880
4173,4353
4066,3811
4098,4860
4090,3749
4085,4126
4039,4176
4033,3794
4032,4777
3990,3467
3995,4254
4036,4350
3976,3706
