3117,3648
3118,3525
3188,3896
2987,3668
2960,4107
2957,3536
2946,4366
3168,4504
3870,4326
3812,3612
3806,4048
3592,3472
3587,3540
3591,4364
3657,4722
3828,3663
3831,3660
3836,4627
3783,3946
3725,3522
3727,4459
3729,4290
3810,4363
3801,4228
3686,4154
3674,4087
3667,4622
3688,4026
3675,4041
3986,4452
3994,4313
3999,3494
3985,3937
3796,4227
3833,4829
3817,4304
3829,4197
3832,4272
3834,3759
3914,3797
3917,4211
3913,4227
3901,4304
3917,4422
3912,4183
3907,3476
3905,3983
3975,4201
3998,3835
3855,3918
3860,4268
3899,4068
3902,3815
3900,4300
3913,4362
3914,3645
3883,4235
3833,4778
3826,4006
3845,4370
3829,3864
3830,3561
3833,3950
3821,4613
3877,4902
3877,4158
3873,4464
3853,3955
3858,4687
3995,4008
4000,3714
4036,4347
4026,4043
4037,4327
3911,4301
3842,4186
3783,4159
3802,3845
3802,4519
3878,4273
3878,3734
3885,4367
3885,3983
3869,4520
3854,4315
3974,3970
3977,4901
3975,4361
3826,4449
3778,3815
3783,4208
3777,3780
3926,4142
3912,4545
3904,4415
3906,4383
3903,4794
3785,4496
3791,4021
3926,4370
3929,4536
3913,4247
3922,4422
3933,4648
3865,4447
3909,4269
3902,3970
3950,4916
3943,4060
3915,3703
3908,4611
4027,3975
4023,4962
3871,4651
3956,4299
3953,3872
3976,4531
3962,4224
3964,4324
3929,3830
3862,4156
3851,3903
3841,4830
3840,4711
3834,3394
4009,4132
4011,4095
3995,3933
3988,4385
4136,3996
4133,4518
4131,3869
4129,4491
4114,4111
3939,4261
3950,4509
3937,4170
3929,4189
3935,4172
3820,4476
3828,4681
3830,3750
3811,4152
3820,4189
3831,3811
3831,4358
4064,4537
4079,3866
4072,4322
4162,3854
3988,3801
3995,4887
3993,3967
3994,3492
3981,3949
3901,3963
3916,3760
3896,3721
4053,3940
4028,4852
4026,3578
4025,4277
4040,3722
4032,4237
4056,4450
3934,4259
3953,3676
3940,3552
3931,4128
3986,3766
4078,4241
4061,4519
4066,4343
4046,4194
3964,3759
3952,3821
3935,4372
4016,4412
4008,3732
4086,4564
4100,4607
4045,3757
4000,4833
4021,3666
4017,4846
4015,4261
4023,3685
4009,4720
3924,4031
3971,3861
3963,4314
3966,3624
3963,3877
4038,4494
4047,4478
4039,4215
4040,4426
4037,3941
4048,4189
3929,4150
3926,3772
3885,3743
3886,3758
4026,4214
4061,4797
4049,4138
4049,4283
4043,3684
4037,4332
3907,4104
3914,4239
3764,4293
3779,4318
3768,4300
3673,4135
3723,4456
3711,3552
3716,3767
3750,4356
3903,4298
3886,4620
3907,4134
3884,4395
3887,4690
3881,3771
3880,4220
3864,4083
3861,3943
3923,4406
3835,4182
3826,3553
3840,4129
3843,3842
3837,4251
3839,4738
3789,4401
3835,4502
3844,4607
3889,3912
3986,4351
3972,4352
3992,4132
3918,4219
3911,4346
3955,4197
4009,3933
4002,4165
4161,4232
4149,4197
4045,4465
3961,4026
3882,3901
3895,4303
3886,4338
3830,4427
3838,4983
3845,4300
3845,3931
4015,4613
4083,3790
4073,4350
4071,3951
4074,4633
4098,4114
4115,4498
4109,3685
4116,4593
4106,4406
4223,5158
4441,4672
4439,3753
4455,4305
4327,4283
4319,3875
4242,4040
4238,4187
4226,4117
4229,3846
4245,4118
3920,3948
3902,3772
3756,4318
3742,4283
3744,4423
3890,3875
3152,4434
3893,3709
3884,3972
3875,4276
3919,4796
4111,4794
4117,3812
4124,4782
4113,4312
3999,4355
3996,4157
3996,4046
3993,4210
4056,4497
4076,4644
4084,4607
4070,4317
3904,3774
3902,3791
3871,3834
3860,4387
3891,4360
3885,4195
3872,4199
3827,3637
3823,4325
3882,3744
3879,4818
3891,4091
3801,3715
3776,3883
3787,4193
3798,4668
3770,4216
3742,3700
3743,4403
3778,4546
3776,4235
3845,4206
3968,4579
3969,4353
3961,3961
3971,3647
3936,4087
3941,4845
3947,4677
3976,4362
4024,3595
4022,4281
3842,4360
3841,3929
3833,4783
3836,4614
3863,4026
4111,4769
4125,4359
4125,4173
4121,4295
4167,4283
4059,3808
4062,4581
3888,4258
3899,4291
3894,3955
4030,4084
4094,4304
4087,3692
4083,4328
4076,4319
4153,4637
4153,3660
4160,4371
4154,4072
4129,4806
4108,3884
4105,4622
4099,4619
4035,4760
4053,4494
3995,3667
3995,4074
3881,4112
3869,4507
3766,4433
3836,3725
3810,3727
3959,4444
3962,3997
3952,4284
3931,3977
3962,4598
3955,4408
3927,4386
3939,3946
4180,4991
4175,3568
4187,4217
4147,4202
4130,4542
4199,3797
4192,3920
4198,4025
4209,3901
4215,4370
4086,3855
4115,4894
4125,3775
4113,4156
4085,4219
4063,3826
4080,4797
4038,3509
4040,4279
4088,4362
4011,3743
