3032,3575
3032,3435
3113,3824
2899,3595
2882,4019
2876,3463
2871,4290
3088,4430
3789,4237
3736,3535
3718,3977
3504,3392
3502,3453
3511,4289
3566,4636
3742,3583
3739,3581
3748,4548
3698,3871
3637,3442
3634,4372
3636,4219
3717,4292
3713,4146
3596,4079
3593,3997
3583,4537
3593,3940
3590,3960
3909,4373
3913,4224
3913,3410
3910,3865
3720,4140
3739,4740
3743,4215
3754,4109
3756,4193
3740,3679
3822,3722
3822,4140
3822,4147
3828,4217
3828,4346
3819,4104
3818,3395
3818,3897
3901,4119
3909,3762
3772,3829
3776,4187
3816,3991
3828,3737
3825,4213
3831,4290
3829,3561
3804,4162
3748,4694
3747,3934
3755,4292
3755,3786
3754,3477
3743,3864
3743,4537
3783,4814
3786,4079
3785,4375
3763,3883
3762,4602
3915,3923
3915,3637
3954,4257
3953,3962
3955,4236
3817,4212
3754,4108
3709,4083
3710,3765
3717,4435
3799,4196
3791,3663
3791,4293
3792,3895
3792,4441
3779,4235
3888,3883
3894,4821
3896,4283
3750,4365
3684,3731
3687,4119
3685,3698
3839,4054
3831,4470
3814,4341
3812,4305
3809,4707
3710,4416
3707,3936
3844,4279
3840,4463
3840,4176
3839,4332
3839,4573
3791,4360
3814,4195
3814,3883
3854,4839
3854,3985
3831,3618
3830,4540
3936,3884
3939,4887
3785,4573
3875,4210
3875,3796
3881,4444
3871,4135
3873,4248
3842,3743
3789,4069
3763,3814
3763,4742
3763,4637
3754,3314
3920,4047
3916,4024
3917,3858
3914,4308
4049,3917
4038,4441
4040,3795
4043,4420
4039,4035
3853,4184
3857,4419
3841,4087
3841,4098
3839,4089
3747,4401
3746,4604
3748,3672
3736,4067
3733,4101
3753,3739
3752,4282
3983,4448
3983,3787
3985,4236
4078,3779
3910,3720
3908,4815
3914,3876
3914,3414
3893,3871
3822,3881
3821,3669
3822,3639
3974,3855
3952,4779
3953,3489
3941,4189
3954,3640
3956,4153
3972,4361
3860,4178
3857,3586
3857,3468
3858,4043
3910,3680
3982,4162
3983,4439
3983,4256
3970,4107
3873,3675
3861,3749
3862,4298
3936,4334
3935,3655
4008,4482
4007,4522
3964,3666
3921,4742
3943,3591
3934,4762
3934,4182
3934,3600
3935,4641
3849,3952
3881,3773
3882,4236
3883,3536
3882,3793
3948,4415
3966,4402
3952,4137
3963,4343
3961,3855
3962,4115
3846,4067
3846,3682
3807,3670
3806,3681
3932,4139
3968,4707
3968,4067
3955,4211
3951,3606
3954,4244
3819,4021
3818,4168
3682,4210
3685,4244
3684,4211
3590,4047
3632,4367
3631,3477
3631,3693
3655,4269
3810,4214
3810,4529
3811,4049
3810,4311
3811,4604
3792,3685
3790,4137
3791,4002
3787,3861
3828,4331
3743,4091
3743,3469
3749,4041
3753,3768
3750,4171
3756,4656
3705,4314
3751,4431
3752,4529
3808,3825
3899,4280
3899,4281
3899,4061
3826,4139
3823,4270
3873,4111
3914,3851
3914,4079
4074,4158
4055,4123
3963,4385
3884,3953
3804,3825
3805,4228
3805,4257
3752,4340
3763,4896
3762,4212
3762,3848
3921,4542
4001,3699
3999,4272
3998,3870
3998,4556
4012,4027
4027,4408
4027,3613
4025,4514
4027,4334
4146,5076
4352,4589
4362,3666
4362,4230
4233,4197
4234,3798
4150,3967
4148,4110
4148,4046
4154,3769
4153,4038
3826,3863
3825,3698
3669,4231
3657,4196
3657,4352
3809,3791
3071,4356
3804,3623
3793,3894
3793,4199
3837,4718
4015,4723
4032,3722
4030,4698
4030,4224
3918,4270
3919,4067
3918,3963
3918,4134
3975,4423
3990,4568
3992,4519
3982,4234
3828,3685
3828,3706
3780,3750
3780,4298
3799,4280
3799,4119
3799,4121
3733,3555
3734,4239
3804,3662
3801,4736
3800,4017
3711,3637
3701,3808
3701,4112
3702,4594
3697,4126
3668,3629
3668,4315
3688,4471
3687,4149
3762,4134
3879,4495
3879,4266
3879,3879
3878,3561
3860,4004
3858,4763
3858,4604
3893,4274
3934,3511
3935,4209
3755,4275
3751,3850
3753,4711
3754,4534
3772,3938
4024,4679
4031,4284
4030,4097
4028,4208
4085,4192
3970,3732
3971,4502
3806,4178
3806,4203
3800,3884
3944,3999
3998,4228
3998,3616
3999,4245
3999,4231
4067,4549
4066,3586
4066,4283
4066,3991
4053,4727
4027,3796
4026,4540
4026,4546
3957,4683
3957,4416
3903,3582
3902,3988
3787,4023
3787,4417
3675,4354
3745,3643
3735,3645
3872,4365
3872,3910
3872,4199
3848,3894
3871,4507
3869,4326
3845,4300
3845,3867
4093,4901
4093,3483
4093,4140
4057,4114
4054,4455
4115,3710
4115,3831
4121,3953
4122,3822
4121,4294
4006,3766
4038,4814
4038,3698
4038,4068
3989,4134
3985,3742
3985,4719
3950,3421
3950,4197
3996,4290
3921,3660
